5.640720133164356831e+00,9.180182701374466347e+00,1.028866117391801538e+01,7.621832556619845711e+00,5.129125984775214420e+00,-1.019915414600528791e+01,3.660425550290944408e-01,9.132703890212185982e+00
7.962137166500112606e+00,4.390779386852135424e+00,6.513514359280986099e+00,5.391677170277374032e+00,7.692616042477884442e+00,-7.506084864024840542e+00,-5.658419545216730739e-01,1.002400647341460527e+01
-2.998194213024181209e-01,-3.566931035426041507e+00,-5.836507550813032630e+00,-4.744202031395754027e+00,-1.569449044018491168e+00,-4.212983129365748702e+00,6.049983468366956885e+00,-1.013094084598759537e+01
3.744347913015981355e+00,5.615159092503162697e+00,8.551186829149489910e+00,5.847903144838575429e+00,4.274491946173863965e+00,-7.364896520516257539e+00,-2.982626557871297379e+00,9.771248121239056061e+00
1.013368212378610078e+00,5.062747885153616068e+00,4.454456529789871944e-01,8.939725287338523563e-01,-9.631507147357266874e+00,-1.059787413388771604e+01,9.043211872847621180e+00,-5.625417275443480136e+00
-5.893183035938791114e+00,-7.166006627579126764e+00,3.137019014504731196e+00,-1.984215593078115125e+00,1.006670139724946189e+01,9.761942258892133850e+00,2.103536823992218530e+00,3.637838917016761542e+00
7.162207486697876213e+00,5.637381722238021808e+00,1.107683940902364483e+01,6.124324126583972294e+00,6.672622698166643218e+00,-9.871300760984830447e+00,1.453144822033480388e+00,6.591398892884025251e+00
7.009345378060118925e+00,4.392547943988084569e+00,6.236790777613841819e+00,6.592782323850464365e+00,7.576945639544467426e+00,-8.511816493679349449e+00,4.377668250682114071e-01,9.053676463276351782e+00
4.362383819173473398e+00,5.313044917750782581e+00,6.652385071532613381e+00,6.806145006583146362e+00,4.670981326385941657e+00,-8.393923626405710436e+00,-5.148939093417876478e+00,9.019660024177724722e+00
6.734956895969638424e+00,5.726918870429698494e+00,7.515478099158875658e+00,5.991083715404439403e+00,5.579586186538896264e+00,-9.905179965269702791e+00,-1.001670433621310918e+00,8.305417251941017653e+00
-2.969302988352959805e-01,7.409912972262663544e+00,-1.764995292571016394e+00,2.299957301972049617e+00,-7.331245225180214931e+00,-9.209746978899548964e+00,3.910154002667556306e+00,-4.661244256738291014e+00
2.324370538060205771e+00,-6.813334898152763053e-01,-3.271816878411445639e+00,-3.764184416878953776e+00,-1.086611172921181145e+00,-5.270023040688872840e+00,4.973656754285465276e+00,-9.802551399441918889e+00
-4.064289941444227061e+00,-6.721678191414508063e+00,3.673777326713216773e+00,-5.503163518014570599e+00,1.154720415471451744e+01,8.788642676157362388e+00,1.036078409460299055e+00,6.619454431701210950e+00
5.419701375756312167e+00,6.057209306108449098e+00,7.703542542519581815e+00,8.293689847464168707e+00,3.695784886785267620e+00,-9.118439504435439602e+00,-4.671003150036314722e+00,7.380144473832917384e+00
1.647028464334161946e+00,-3.221177006884926808e+00,-3.069902288240867527e+00,-7.604178802005948867e+00,-1.387082073969328144e+00,-2.533053411665408206e+00,5.964617344330465087e+00,-7.145266353812743887e+00
3.494303338165088424e-01,5.083709458893800104e+00,1.862709034368085881e+00,1.888118294821339305e+00,-9.705475090395808024e+00,-8.396433773455511229e+00,5.197360183611150042e+00,-8.510156578685766249e+00
4.680180078703659041e-01,7.018747668086144031e+00,1.157306730236419057e+00,-1.124244515789500021e+00,-1.091735431895571828e+01,-1.018117741275680643e+01,7.461903437462495958e+00,-6.989114826889474053e+00
-1.160047795137361781e+00,2.682606291414471489e+00,-2.983698934351311394e+00,2.315479859097866910e+00,-7.029334362845887973e+00,-8.280066030229102481e+00,8.983518512021515079e+00,-4.331152903972276036e+00
4.275991648036899129e+00,-2.483724446893380566e-01,-4.786728752152447086e+00,-5.733470360452304071e+00,-4.942362562454151176e-01,-4.806861875348623414e+00,5.859465559392726952e+00,-7.723857452204048180e+00
5.981695857971057073e+00,3.627127377250956908e+00,9.100857986842839864e+00,7.301953652760479585e+00,5.222662182762324967e+00,-8.349447550568509513e+00,-2.725922001965142005e+00,7.149035063080448893e+00
7.248743438944670991e+00,4.843685681275258226e+00,7.829665015224498426e+00,4.944053778349790207e+00,4.563648997490372672e+00,-9.029303004482290618e+00,-4.505247273715369261e-01,1.083391525330167049e+01
-3.426233823701576586e+00,-4.121198549846916137e+00,9.436360533230461201e-01,-1.905223476257953408e+00,9.426455015624457090e+00,1.114671797471158854e+01,2.914433234369797177e+00,2.998915651580584818e+00
-4.843285638483773248e+00,-3.974362110341733700e+00,1.909121129299205410e+00,-4.357336445670085823e+00,9.430982859076330271e+00,9.682322959561863840e+00,2.534721750920919447e+00,4.725930802810907494e+00
-8.137637468953311526e-01,3.971817511880734841e+00,-6.868099607492610392e-01,-5.531425903154945090e-01,-9.936043755084575935e+00,-1.078534023661426033e+01,7.150669229904440094e+00,-3.940761917546319992e+00
6.627816858927757515e+00,5.202915592968179403e+00,7.969719367081741446e+00,5.064545570969365862e+00,3.775177885904726249e+00,-6.942495780921772663e+00,-2.558792979241951038e+00,1.090698684859063761e+01
2.255830840507206503e+00,5.940983233384026008e+00,-2.682893696391031035e-02,1.977059958310464216e+00,-7.638935919377349393e+00,-1.122283287305277177e+01,6.117157038866618990e+00,-3.869637958728691096e+00
-3.568858026275716799e+00,-7.598635694310807764e+00,1.625416645358530143e+00,-5.101245057548077000e+00,7.106379618070774562e+00,8.803142918568291009e+00,-3.008893572347555168e-01,4.937125255585105954e+00
-2.978901513280238333e+00,-5.866571192451609740e+00,-8.036114943761161200e-01,-5.120395516317193696e+00,1.079572976974220566e+01,6.846767727138158399e+00,5.450130221107423178e-01,4.482954760435005959e+00
1.523755488654856771e+00,6.065000645879804253e+00,-1.880683758941364747e+00,2.603441281493725334e+00,-8.323932943900409498e+00,-8.733630090109524957e+00,7.191192808531941871e+00,-4.490025977350362574e+00
3.445772918937780371e+00,6.473373289719723367e+00,8.352834552764523579e+00,5.628744733684031942e+00,2.584336095640130448e+00,-9.780348789696882150e+00,-9.843981926488687417e-01,8.024966582050490516e+00
7.892305753591581485e+00,4.251202418140351824e+00,6.088830474140447535e+00,9.398039557886034956e+00,5.536933455842736329e+00,-6.575155895113356408e+00,-2.886632217637100872e+00,8.647421175418932293e+00
-1.971726287664342436e+00,4.516984970027068336e+00,-2.921890723217509755e+00,2.124442974808283591e+00,-9.524629479156182299e+00,-9.512750777125889456e+00,7.363424920871101342e+00,-4.523872349169506535e+00
-1.681758438538422773e+00,2.695614668524162205e+00,9.140026056106651531e-01,1.677310837059232007e+00,-1.116328124370379271e+01,-9.232307472562846229e+00,6.297301733478581909e+00,-6.324287085797130281e+00
-1.645116014769895330e+00,-7.534306930671903046e+00,2.941850149509103396e+00,-3.485896154533716373e+00,9.894263358906719930e+00,7.812596761950819868e+00,6.828227327793037760e-02,2.973323594100665268e+00
1.015697445763380724e+00,6.534561014138080992e+00,-9.210804487870090096e-01,2.388474715441835539e+00,-1.080678983031039664e+01,-8.398769116655463662e+00,5.147560235757436153e+00,-5.560570986332741050e+00
3.411458633762205483e-01,5.975069581393319673e+00,-1.907379354915183178e+00,3.338158067061940404e+00,-8.308940191231551253e+00,-9.651846221123596692e+00,4.897422061119636183e+00,-5.559501623370386447e+00
4.348175090398195053e+00,7.652925790032151454e+00,4.487900890708941049e+00,6.453342988627613686e+00,2.833178565280380035e+00,-6.877847420727938754e+00,-2.663991902387524480e+00,9.703525717178486332e+00
4.266944929961558053e+00,3.691946806163551642e+00,7.317127755556043667e+00,6.008863522926767509e+00,5.073195946754676555e+00,-9.062940918511195321e+00,-1.845218596013450174e+00,6.797296124322421029e+00
-4.267708580814713493e+00,-7.914483115187868734e+00,3.193051045584898606e+00,-4.342371044148042536e+00,8.925918975248807286e+00,8.825099221123807069e+00,-7.467609051400019016e-02,6.101700218807073028e+00
3.753486199451963490e+00,-1.912699905653675092e+00,-5.126694663038675159e+00,-2.455607475047262511e+00,8.217888252051626097e-01,-3.528691027097244692e+00,3.464655190915125083e+00,-1.057751744931890947e+01
8.023190569363206848e+00,4.369079434820291929e+00,8.010796123634770893e+00,7.007098262737986971e+00,4.771895533552770630e+00,-8.097688354416098022e+00,-4.550078862038443361e+00,5.768561618503397881e+00
-4.833030499126087065e+00,-5.972352572613569777e+00,-1.067366822383530867e-01,-2.008112060589911430e+00,9.201696516607176690e+00,7.493978788986848549e+00,1.588722301185690799e+00,6.693111060883815355e+00
7.492910183760165488e+00,7.252725764119842822e+00,7.565238924081493899e+00,6.873314317009023178e+00,2.374381980253966073e+00,-1.054142186851182750e+01,-3.672842070166238759e+00,8.799303204842797044e+00
3.912249766320510247e+00,3.423274435218797151e-01,-6.409925189107683607e+00,-4.414166243272218182e+00,-2.554648562721893779e+00,-6.074138962692602561e+00,7.231315151003990138e+00,-6.405047061089353733e+00
3.127241850055936467e+00,6.002559823109930193e+00,-2.958904476228855440e+00,3.859641488260756592e-01,-1.008444423216653796e+01,-9.336142260989793940e+00,6.852842184106681778e+00,-7.817068506400433492e+00
2.016434837870022534e-01,-2.931499811783953913e+00,-7.559484753669779344e+00,-5.097471850633541024e+00,2.902977654159895060e-01,-3.300129631355956938e-01,5.660407509321574437e+00,-9.050233092273996860e+00
